1.000000	598.802395	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.255154	-0.000022	-0.000030	-0.000260	-0.002472	NaN	NaN	NaN	NaN	NaN
2.000000	595.238095	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.270251	-0.000021	-0.000030	-0.000259	-0.002472	NaN	NaN	NaN	NaN	NaN
3.000000	591.715976	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.293090	-0.000021	-0.000029	-0.000253	-0.002472	NaN	NaN	NaN	NaN	NaN
4.000000	588.235294	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.266571	-0.000021	-0.000029	-0.000260	-0.002472	NaN	NaN	NaN	NaN	NaN
5.000000	584.795322	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.236078	-0.000022	-0.000028	-0.000255	-0.002472	NaN	NaN	NaN	NaN	NaN
6.000000	581.395349	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.249697	-0.000021	-0.000029	-0.000253	-0.002472	NaN	NaN	NaN	NaN	NaN
7.000000	578.034682	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.244744	-0.000021	-0.000028	-0.000251	-0.002472	NaN	NaN	NaN	NaN	NaN
8.000000	574.712644	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.252880	-0.000021	-0.000030	-0.000250	-0.002472	NaN	NaN	NaN	NaN	NaN
9.000000	571.428571	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.250807	-0.000021	-0.000030	-0.000253	-0.002472	NaN	NaN	NaN	NaN	NaN
10.000000	568.181818	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.244186	-0.000022	-0.000030	-0.000257	-0.002472	NaN	NaN	NaN	NaN	NaN
11.000000	564.971751	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.251479	-0.000021	-0.000030	-0.000251	-0.002472	NaN	NaN	NaN	NaN	NaN
12.000000	561.797753	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.259664	-0.000022	-0.000029	-0.000255	-0.002472	NaN	NaN	NaN	NaN	NaN
13.000000	558.659218	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.247151	-0.000022	-0.000029	-0.000253	-0.002472	NaN	NaN	NaN	NaN	NaN
14.000000	555.555556	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.244988	-0.000022	-0.000030	-0.000256	-0.002472	NaN	NaN	NaN	NaN	NaN
15.000000	552.486188	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.246369	-0.000021	-0.000030	-0.000256	-0.002472	NaN	NaN	NaN	NaN	NaN
16.000000	549.450549	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.207247	-0.000022	-0.000030	-0.000247	-0.002472	NaN	NaN	NaN	NaN	NaN
17.000000	546.448087	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.218993	-0.000022	-0.000029	-0.000251	-0.002472	NaN	NaN	NaN	NaN	NaN
18.000000	543.478261	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.247698	-0.000020	-0.000030	-0.000249	-0.002472	NaN	NaN	NaN	NaN	NaN
19.000000	540.540541	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.263283	-0.000020	-0.000030	-0.000250	-0.002472	NaN	NaN	NaN	NaN	NaN
20.000000	537.634409	1.000000	558.000000	1.000000	587.638100	-100.004988	-20.083031	0.281141	-0.000021	-0.000029	-0.000253	-0.002472	NaN	NaN	NaN	NaN	NaN
