1.000000	581.395349	0.000000	581.395349	0.000000	581.442000	0.207732	0.083753	0.130235	-0.000266	0.000658	-0.000280	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.000000	581.395349	0.000000	588.235294	0.000000	581.442000	0.245275	0.060671	0.193445	-0.000241	0.000641	-0.000262	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.000000	581.395349	0.000000	595.238095	0.000000	581.442000	0.214738	0.001824	0.060636	0.000008	0.000387	-0.000270	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000	581.395349	0.000000	602.409639	0.000000	581.442000	0.147413	0.041808	0.136434	-0.000128	0.000633	-0.000299	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.000000	581.395349	0.000000	609.756098	0.000000	581.442000	0.235584	-0.033919	0.180224	-0.000192	0.000690	-0.000292	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.000000	581.395349	0.000000	617.283951	0.000000	581.442000	0.164198	0.062723	0.169332	-0.000005	0.000512	-0.000287	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000	581.395349	0.000000	625.000000	0.000000	581.442000	0.188690	0.049690	0.181708	-0.000075	0.000731	-0.000272	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.000000	581.395349	0.000000	632.911392	0.000000	581.442000	0.187234	0.054067	0.149174	-0.000357	0.000721	-0.000278	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.000000	581.395349	0.000000	641.025641	0.000000	581.442000	0.267569	0.064553	0.219319	-0.000105	0.000646	-0.000303	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.000000	581.395349	0.000000	649.350649	0.000000	581.442000	0.219017	0.093461	0.229563	-0.000261	0.000647	-0.000293	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000000	581.395349	0.000000	657.894737	0.000000	581.442000	0.143955	0.028982	0.131674	-0.000041	0.000719	-0.000288	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000000	581.395349	0.000000	666.666667	0.000000	581.442000	0.235480	0.039088	0.111401	-0.000114	0.000396	-0.000277	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000000	581.395349	0.000000	675.675676	0.000000	581.442000	0.183451	0.072381	0.099890	-0.000253	0.000680	-0.000250	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000000	581.395349	0.000000	684.931507	0.000000	581.442000	0.138351	0.074627	0.105711	-0.000297	0.000616	-0.000292	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000000	581.395349	0.000000	694.444444	0.000000	581.442000	0.145686	0.140188	0.090965	-0.000250	0.000766	-0.000270	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000000	581.395349	0.000000	704.225352	0.000000	581.442000	0.180616	0.056436	0.080422	-0.000079	0.000661	-0.000292	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000000	581.395349	0.000000	714.285714	0.000000	581.442000	0.186392	0.067881	0.074028	-0.000367	0.000673	-0.000281	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000000	581.395349	0.000000	724.637681	0.000000	581.442000	0.126315	0.132367	0.075398	-0.000162	0.000779	-0.000282	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000000	581.395349	0.000000	735.294118	0.000000	581.442000	0.209393	0.042332	0.054250	0.000020	0.000652	-0.000278	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000000	581.395349	0.000000	746.268657	0.000000	581.442000	0.218973	0.059354	0.047876	-0.000366	0.000581	-0.000265	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000000	581.395349	0.000000	757.575758	0.000000	581.442000	0.199229	0.014896	0.039864	0.000045	0.000616	-0.000290	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000000	581.395349	0.000000	769.230769	0.000000	581.442000	0.185174	0.087013	0.025627	-0.000110	0.000606	-0.000294	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000000	581.395349	0.000000	781.250000	0.000000	581.442000	0.167519	0.042079	0.013244	0.000029	0.000576	-0.000279	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000000	581.395349	0.000000	793.650794	0.000000	581.442000	0.147762	0.016379	0.015770	-0.000143	0.000670	-0.000283	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000000	588.235294	0.000000	581.395349	0.000000	588.238500	0.131207	0.073941	0.124713	-0.000172	0.000788	-0.000278	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000000	588.235294	0.000000	588.235294	0.000000	588.238500	0.168750	0.117571	0.209197	-0.000345	0.000713	-0.000270	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000000	588.235294	0.000000	595.238095	0.000000	588.238500	0.204925	0.058724	0.069602	-0.000159	0.000781	-0.000249	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
