1.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.999764109999999846e+02 -2.997877669999999739e+02 -3.439799999999999802e-02 -4.100000000000000047e-05 -2.736299999999999844e-02 -2.930000000000000204e-04 0.000000000000000000e+00 nan nan nan nan nan
2.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 6.042296069999999872e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.998400419999999826e+02 -2.998972170000000119e+02 -4.098799999999999666e-02 -2.799999999999999958e-05 -2.493700000000000083e-02 -2.460000000000000164e-04 0.000000000000000000e+00 nan nan nan nan nan
3.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 6.024096389999999701e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.999142770000000269e+02 -2.998626980000000231e+02 5.195000000000000312e-02 -3.699999999999999811e-05 1.145000000000000011e-02 -2.809999999999999998e-04 0.000000000000000000e+00 nan nan nan nan nan
4.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 6.006006009999999833e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.998909919999999829e+02 -2.998854390000000194e+02 -3.301500000000000268e-02 -2.500000000000000120e-05 -2.077999999999999986e-02 -2.439999999999999949e-04 0.000000000000000000e+00 nan nan nan nan nan
5.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 5.988023950000000468e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.998207080000000246e+02 -2.998997079999999755e+02 4.435200000000000253e-02 -3.600000000000000091e-05 7.739000000000000219e-03 -2.959999999999999849e-04 0.000000000000000000e+00 nan nan nan nan nan
6.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 5.970149249999999483e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.998118709999999965e+02 -2.998585130000000163e+02 -3.750000000000000078e-04 -3.600000000000000091e-05 -1.079500000000000078e-02 -3.040000000000000167e-04 0.000000000000000000e+00 nan nan nan nan nan
7.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 5.952380950000000439e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.998332659999999805e+02 -2.998248189999999909e+02 1.994999999999999898e-02 -3.300000000000000253e-05 4.197000000000000210e-03 -2.680000000000000090e-04 0.000000000000000000e+00 nan nan nan nan nan
8.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 5.934718100000000049e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.998545520000000124e+02 -2.998836800000000267e+02 3.913200000000000012e-02 -4.300000000000000165e-05 8.075000000000000580e-03 -3.170000000000000075e-04 0.000000000000000000e+00 nan nan nan nan nan
9.000000000000000000e+00 6.060606060000000070e+02 1.000000000000000000e+00 5.917159759999999551e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.998974230000000034e+02 -2.998652609999999754e+02 3.683199999999999669e-02 -3.100000000000000135e-05 8.581000000000000086e-03 -2.809999999999999998e-04 0.000000000000000000e+00 nan nan nan nan nan
1.000000000000000000e+01 6.060606060000000070e+02 1.000000000000000000e+00 5.899705010000000129e+02 1.000000000000000000e+00 6.060505000000000564e+02 -2.998226270000000113e+02 -2.998500319999999988e+02 2.450899999999999954e-02 -2.900000000000000017e-05 2.871999999999999987e-03 -2.930000000000000204e-04 0.000000000000000000e+00 nan nan nan nan nan
